PLAYER_NAME,TEAM,GP,MP,BPM,OBPM,DBPM,VORP
Pelle Larsson,MIA,55,782,-3.1,-3.8,0.7,-0.2
Cam Thomas,BRK,25,781,0.3,2.8,-2.6,0.5
Lindy Waters III,2TM,52,778,-2.8,-3.0,0.2,-0.2
Lindy Waters III,GSW,38,655,-3.1,-3.5,0.4,-0.2
Lindy Waters III,DET,14,123,-1.2,-0.5,-0.7,0.0
Lonzo Ball,CHI,35,777,0.2,-1.5,1.7,0.4
Orlando Robinson,2TM,44,770,-3.4,-3.0,-0.4,-0.3
Orlando Robinson,SAC,9,57,-2.9,-4.1,1.3,0.0
Orlando Robinson,TOR,35,713,-3.5,-2.9,-0.5,-0.3
Eric Gordon,PHI,39,768,-1.6,-0.8,-0.8,0.1
Gui Santos,GSW,56,762,-1.7,-2.2,0.5,0.1
Landry Shamet,NYK,50,762,-2.4,-1.9,-0.6,-0.1
Svi Mykhailiuk,UTA,38,760,-3.5,-1.4,-2.1,-0.3
Andre Drummond,PHI,40,751,-3.2,-2.4,-0.8,-0.2
Jabari Walker,POR,60,749,-0.8,-1.2,0.5,0.2
Jay Huff,MEM,64,748,3.5,2.5,1.0,1.1
Drew Eubanks,2TM,61,746,-0.7,-1.2,0.6,0.3
Drew Eubanks,UTA,37,568,0.0,-0.9,0.9,0.3
Drew Eubanks,LAC,24,178,-2.7,-2.4,-0.3,0.0
Talen Horton-Tucker,CHI,58,724,-2.4,-1.4,-1.1,-0.1
Gary Harris,ORL,48,711,-2.7,-3.9,1.2,-0.1
Micah Potter,UTA,38,705,-3.5,-2.9,-0.6,-0.3
Jett Howard,ORL,60,701,-5.3,-4.1,-1.2,-0.6
DeAndre Jordan,DEN,56,691,-1.2,-1.4,0.2,0.2
Quinten Post,GSW,42,686,0.1,0.1,0.0,0.4
Blake Wesley,SAS,58,683,-4.2,-3.9,-0.3,-0.4
Sandro Mamukelashvili,SAS,61,681,2.3,3.3,-1.0,0.7
Marcus Smart,2TM,34,680,-1.5,-1.6,0.1,0.1
Marcus Smart,MEM,19,400,-1.2,-1.7,0.5,0.1
Marcus Smart,WAS,15,280,-1.9,-1.5,-0.5,0.0
Jalen Pickett,DEN,49,666,-1.5,-0.8,-0.7,0.1
Tosan Evbuomwan,BRK,28,665,-3.2,-3.0,-0.3,-0.2
Antonio Reeves,NOP,44,660,-3.2,-1.2,-2.0,-0.2
Kyle Lowry,PHI,35,659,-1.3,-2.8,1.5,0.1
Reed Sheppard,HOU,52,654,-1.7,-3.0,1.3,0.1
Herbert Jones,NOP,20,648,-3.6,-3.9,0.2,-0.3
AJ Johnson,2TM,29,639,-8.1,-5.6,-2.5,-1.0
AJ Johnson,MIL,7,44,-4.9,-3.1,-1.8,0.0
AJ Johnson,WAS,22,595,-8.3,-5.8,-2.5,-0.9
Maxi Kleber,DAL,34,637,-3.8,-4.2,0.4,-0.3
Delon Wright,2TM,40,635,-1.4,-2.8,1.4,0.1
Delon Wright,MIL,26,405,-2.5,-4.1,1.6,-0.1
Delon Wright,NYK,14,230,0.5,-0.6,1.1,0.1
Jericho Sims,2TM,53,632,-3.0,-3.1,0.1,-0.2
Jericho Sims,NYK,39,422,-3.5,-3.3,-0.2,-0.2
Jericho Sims,MIL,14,210,-1.9,-2.8,0.9,0.0
Josh Okogie,2TM,40,625,1.5,-0.1,1.6,0.6
Josh Okogie,PHO,25,351,0.4,0.1,0.3,0.2
Josh Okogie,CHO,15,274,3.1,-0.3,3.3,0.4
Jeff Dowtin Jr.,PHI,41,621,0.2,0.7,-0.5,0.3
Daniel Theis,NOP,38,621,-3.3,-3.3,0.0,-0.2
Cory Joseph,ORL,50,612,-0.8,-2.3,1.4,0.2
Zeke Nnaji,DEN,57,608,-1.3,-2.1,0.7,0.1
Kessler Edwards,DAL,40,608,-1.4,-2.0,0.6,0.1
Pat Connaughton,MIL,41,603,-2.3,-1.4,-0.8,0.0
Ajay Mitchell,OKC,36,597,-1.6,-2.5,0.9,0.1
Brandon Ingram,NOP,18,595,-0.3,1.4,-1.7,0.3
Jared McCain,PHI,23,592,0.2,1.8,-1.6,0.3
Cam Reddish,LAL,33,589,-2.7,-4.4,1.6,-0.1
Jae'Sean Tate,HOU,52,588,-0.7,-2.1,1.4,0.2
Olivier-Maxence Prosper,DAL,52,584,-2.1,-1.6,-0.5,0.0
Jarred Vanderbilt,LAL,36,581,-1.0,-2.3,1.3,0.2
Joel Embiid,PHI,19,574,3.5,3.7,-0.3,0.8
Monte Morris,PHO,45,571,-1.8,-1.0,-0.8,0.0
Moritz Wagner,ORL,30,564,4.0,2.6,1.4,0.9
Malcolm Brogdon,WAS,24,564,-1.5,-0.1,-1.5,0.1
John Konchar,MEM,46,558,1.7,-0.7,2.3,0.5
Dwight Powell,DAL,55,551,0.0,-1.5,1.5,0.3
Dillon Jones,OKC,54,551,-4.0,-4.3,0.3,-0.3
Jordan Goodwin,LAL,29,543,-0.8,-1.7,0.8,0.2
Richaun Holmes,WAS,31,534,1.1,1.2,0.0,0.4
Mouhamed Gueye,ATL,33,533,-0.6,-1.6,1.0,0.2
Bismack Biyombo,SAS,28,528,-3.6,-3.6,0.0,-0.2
Jaylen Clark,MIN,40,522,-0.2,-2.9,2.7,0.2
Rob Dillingham,MIN,49,516,-4.2,-3.3,-0.9,-0.3
Colby Jones,2TM,39,515,-2.8,-3.3,0.4,-0.1
Colby Jones,SAC,24,130,-2.7,-3.9,1.2,0.0
Colby Jones,WAS,15,385,-2.9,-3.1,0.2,-0.1
Craig Porter Jr.,CLE,51,513,1.1,0.1,1.0,0.4
Tristan Vukcevic,WAS,35,513,-0.5,0.4,-0.9,0.2
Elfrid Payton,2TM,24,511,-6.4,-5.1,-1.3,-0.6
Elfrid Payton,NOP,18,388,-5.5,-3.6,-1.9,-0.3
Elfrid Payton,CHO,6,123,-9.2,-9.9,0.7,-0.2
Jamal Cain,NOP,37,502,-3.4,-2.5,-0.8,-0.2
Keaton Wallace,ATL,31,501,-2.3,-3.3,1.0,0.0
Jock Landale,HOU,42,500,0.4,0.0,0.4,0.3
Vince Williams Jr.,MEM,27,499,-2.8,-2.5,-0.3,-0.1
Wendell Moore Jr.,2TM,36,499,-2.7,-2.6,-0.1,-0.1
Wendell Moore Jr.,DET,20,219,0.0,-1.7,1.7,0.1
Wendell Moore Jr.,CHO,16,280,-4.7,-3.2,-1.5,-0.2
Brandon Williams,DAL,33,487,1.0,1.0,-0.1,0.4
A.J. Lawson,TOR,26,486,-2.5,-1.5,-1.0,-0.1
Grant Williams,CHO,16,479,-1.6,-2.3,0.7,0.1
Lonnie Walker IV,PHI,20,477,-2.4,0.0,-2.4,0.0
Duop Reath,POR,46,469,-0.3,0.2,-0.5,0.2
Reece Beekman,2TM,36,469,-5.4,-6.7,1.3,-0.4
Reece Beekman,GSW,2,4,26.0,9.8,16.1,0.0
Reece Beekman,BRK,34,465,-5.6,-6.8,1.2,-0.4
Kai Jones,2TM,40,468,2.9,1.4,1.5,0.6
Kai Jones,LAC,28,208,0.6,-2.0,2.6,0.1
Kai Jones,DAL,12,260,4.8,4.2,0.6,0.4
Larry Nance Jr.,ATL,24,463,1.8,1.1,0.7,0.4
Collin Gillespie,PHO,33,461,2.5,2.3,0.2,0.5
Rayan Rupert,POR,52,460,-4.7,-4.1,-0.6,-0.3
GG Jackson II,MEM,29,459,-5.3,-3.3,-2.0,-0.4
Jaylon Tyson,CLE,47,453,-2.7,-2.4,-0.2,-0.1
Bol Bol,PHO,36,448,0.8,1.7,-0.9,0.3
Paul Reed,DET,45,438,2.9,-1.2,4.0,0.5
Colin Castleton,3TM,26,432,-5.0,-4.0,-1.0,-0.3
Colin Castleton,MEM,10,46,-7.1,-6.1,-1.0,-0.1
Colin Castleton,TOR,11,288,-5.7,-5.0,-0.8,-0.3
Colin Castleton,PHI,5,98,-2.0,-0.3,-1.7,0.0
Trevelin Queen,ORL,31,430,-0.3,-2.6,2.3,0.2
Malaki Branham,SAS,47,427,-3.2,-1.2,-1.9,-0.1
Jordan Miller,LAC,37,420,-2.8,-3.0,0.2,-0.1
Mo Bamba,2TM,32,413,-0.9,-2.7,1.9,0.1
Mo Bamba,LAC,28,352,-0.2,-2.6,2.4,0.2
Mo Bamba,NOP,4,61,-4.5,-3.4,-1.1,0.0
David Roddy,3TM,33,410,-1.5,-1.6,0.1,0.1
David Roddy,ATL,27,346,-1.2,-1.6,0.5,0.1
David Roddy,PHI,3,29,2.9,3.2,-0.4,0.0
David Roddy,HOU,3,35,-8.3,-5.1,-3.2,-0.1
Taj Gibson,CHO,37,409,-5.3,-5.2,-0.1,-0.3
Ousmane Dieng,OKC,37,405,-0.9,-2.0,1.1,0.1
Jordan Walsh,BOS,52,403,-3.9,-4.4,0.5,-0.2
Hunter Tyson,DEN,51,400,-4.8,-3.3,-1.5,-0.3
Anthony Gill,WAS,51,397,-4.5,-3.0,-1.5,-0.3
Devin Carter,SAC,36,396,-3.2,-3.5,0.3,-0.1
Jeff Green,HOU,32,396,0.4,0.3,0.0,0.2
Trey Jemison,2TM,38,392,-6.8,-6.3,-0.5,-0.5
Trey Jemison,NOP,16,166,-6.2,-5.8,-0.4,-0.2
Trey Jemison,LAL,22,226,-7.3,-6.7,-0.6,-0.3
Reggie Jackson,PHI,31,384,-4.0,-3.2,-0.8,-0.2
Baylor Scheierman,BOS,31,384,-1.7,-2.5,0.8,0.0
Quenton Jackson,IND,28,381,-0.3,-1.2,0.8,0.2
Alex Len,2TM,46,380,-2.6,-3.9,1.2,-0.1
Alex Len,SAC,36,258,0.3,-2.1,2.4,0.2
Alex Len,LAL,10,122,-8.9,-7.6,-1.3,-0.2
Johnny Furphy,IND,50,379,-2.5,-3.0,0.6,0.0
Charles Bassey,SAS,36,376,-1.1,-1.7,0.6,0.1
Dominick Barlow,ATL,35,375,-2.2,-1.4,-0.8,0.0
Danté Exum,DAL,20,372,-2.3,-1.2,-1.1,0.0
Damion Baugh,CHO,15,370,-7.1,-5.9,-1.2,-0.5
Jaden Springer,2TM,43,365,-2.7,-4.3,1.6,-0.1
Jaden Springer,BOS,26,141,-0.3,-4.4,4.1,0.1
Jaden Springer,UTA,17,224,-4.3,-4.3,0.0,-0.1
Robert Williams,POR,20,351,3.0,-0.1,3.2,0.4
Doug McDermott,SAC,42,342,-3.2,-0.8,-2.4,-0.1
Christian Koloko,LAL,37,342,-2.8,-3.0,0.2,-0.1
Terrence Shannon Jr.,MIN,32,339,-2.1,-2.1,0.0,0.0
Keion Brooks Jr.,NOP,14,332,-3.5,-2.2,-1.3,-0.1
Tristan Thompson,CLE,40,328,-4.6,-4.9,0.3,-0.2
Maxwell Lewis,2TM,28,327,-4.4,-3.2,-1.1,-0.2
Maxwell Lewis,LAL,7,29,-9.4,-6.6,-2.9,-0.1
Maxwell Lewis,BRK,21,298,-3.9,-2.9,-1.0,-0.1
Jevon Carter,CHI,36,321,-2.1,-1.0,-1.1,0.0
Patty Mills,2TM,29,321,-3.2,-3.2,0.0,-0.1
Patty Mills,UTA,17,260,-4.4,-4.5,0.0,-0.2
Patty Mills,LAC,12,61,2.1,2.2,-0.1,0.1
Tre Mann,CHO,13,319,-2.4,-0.6,-1.9,0.0
Jalen Hood-Schifino,2TM,15,315,-6.9,-4.4,-2.5,-0.4
Jalen Hood-Schifino,LAL,2,14,-2.4,-3.9,1.5,0.0
Jalen Hood-Schifino,PHI,13,301,-7.1,-4.5,-2.6,-0.4
Torrey Craig,2TM,26,314,-0.9,-1.0,0.1,0.1
Torrey Craig,CHI,9,113,2.3,3.4,-1.1,0.1
Torrey Craig,BOS,17,201,-2.7,-3.4,0.7,0.0
Jordan McLaughlin,2TM,46,314,-1.6,-1.6,0.0,0.0
Jordan McLaughlin,SAC,28,190,-3.5,-3.9,0.4,-0.1
Jordan McLaughlin,SAS,18,124,1.3,1.8,-0.5,0.1
Matisse Thybulle,POR,15,312,5.0,0.0,5.1,0.6
Isaac Jones,SAC,40,304,-1.7,-0.9,-0.8,0.0
Tyler Kolek,NYK,41,296,-2.8,-2.6,-0.3,-0.1
Mitchell Robinson,NYK,17,290,3.3,1.5,1.8,0.4
Josh Minott,MIN,46,276,2.2,-0.7,2.9,0.3
Kobe Brown,LAC,40,272,-2.1,-2.5,0.4,0.0
Dru Smith,MIA,14,268,2.1,-1.3,3.4,0.3
Isaiah Wong,CHO,20,265,-4.0,-2.9,-1.0,-0.1
Marvin Bagley III,2TM,31,265,-1.2,0.4,-1.6,0.1
Marvin Bagley III,WAS,19,166,-1.0,1.0,-2.0,0.0
Marvin Bagley III,MEM,12,99,-1.5,-0.5,-1.0,0.0
Oscar Tshiebwe,UTA,14,255,-1.4,0.6,-2.0,0.0
Drew Timme,BRK,9,254,-6.7,-3.9,-2.8,-0.3
Marcus Bagley,PHI,10,253,-4.3,-3.4,-0.9,-0.1
Cam Spencer,MEM,25,252,0.5,0.3,0.2,0.2
Kevin Love,MIA,23,251,0.4,-0.3,0.7,0.2
Pat Spencer,GSW,39,250,-1.6,-3.0,1.4,0.0
JT Thor,2TM,20,249,-5.4,-4.3,-1.1,-0.2
JT Thor,CLE,9,42,0.0,-1.2,1.3,0.0
JT Thor,WAS,11,207,-6.5,-4.9,-1.6,-0.2
Branden Carlson,OKC,32,246,1.3,0.5,0.8,0.2
Dariq Whitehead,BRK,20,246,-3.7,-1.5,-2.2,-0.1
Johnny Davis,WAS,34,242,-2.8,-3.5,0.7,0.0
Jaylen Martin,2TM,16,239,-6.3,-4.5,-1.9,-0.3
Jaylen Martin,BRK,3,5,3.4,4.0,-0.6,0.0
Jaylen Martin,WAS,13,234,-6.5,-4.6,-1.9,-0.3
Bones Hyland,2TM,24,239,2.7,0.9,1.8,0.3
Bones Hyland,LAC,20,222,3.1,1.2,1.9,0.3
Bones Hyland,MIN,4,17,-3.2,-3.3,0.1,0.0
Xavier Tillman Sr.,BOS,33,231,-8.1,-8.4,0.3,-0.4
Garrett Temple,TOR,28,227,-3.6,-5.7,2.1,-0.1
Jared Rhoden,2TM,14,227,-0.5,-0.5,0.0,0.1
Jared Rhoden,CHO,4,12,-8.6,-7.4,-1.2,0.0
Jared Rhoden,TOR,10,215,0.0,-0.1,0.1,0.1
Luka Garza,MIN,39,219,-2.3,-0.4,-1.9,0.0
Ariel Hukporti,NYK,25,217,-5.6,-6.5,0.9,-0.2
Alex Reese,2TM,15,216,-1.2,-0.9,-0.3,0.0
Alex Reese,OKC,1,2,19.6,23.2,-3.6,0.0
Alex Reese,PHI,14,214,-1.4,-1.1,-0.3,0.0
Dario Šarić,DEN,16,210,-4.8,-4.4,-0.4,-0.1
Adam Flagler,OKC,37,203,-10.3,-8.1,-2.3,-0.4
Chuma Okeke,2TM,9,196,-0.2,1.6,-1.8,0.1
Chuma Okeke,PHI,7,171,0.3,2.3,-2.0,0.1
Chuma Okeke,CLE,2,25,-4.1,-3.6,-0.5,0.0
Drew Peterson,BOS,25,186,-0.8,-1.8,1.0,0.1
Markelle Fultz,SAC,21,184,-4.7,-4.5,-0.2,-0.1
Lester Quiñones,2TM,13,183,-6.1,-3.2,-2.9,-0.2
Lester Quiñones,PHI,4,17,-10.5,-3.7,-6.8,0.0
Lester Quiñones,NOP,9,166,-5.6,-3.1,-2.5,-0.2
Bronny James,LAL,27,181,-7.2,-5.9,-1.3,-0.2
Enrique Freeman,IND,22,181,-6.3,-4.9,-1.4,-0.2
Cole Swider,2TM,10,169,-7.3,-4.9,-2.4,-0.2
Cole Swider,DET,2,13,-20.4,-14.6,-5.8,-0.1
Cole Swider,TOR,8,156,-6.2,-4.1,-2.1,-0.2
Jaylen Nowell,NOP,8,168,-5.7,-3.2,-2.5,-0.2
Markieff Morris,2TM,15,165,-7.6,-5.2,-2.5,-0.2
Markieff Morris,DAL,7,41,-13.1,-10.3,-2.8,-0.1
Markieff Morris,LAL,8,124,-5.8,-3.5,-2.3,-0.1
Killian Hayes,BRK,6,162,-0.6,-0.5,-0.1,0.1
MarJon Beauchamp,3TM,35,156,-4.3,-2.7,-1.6,-0.1
MarJon Beauchamp,MIL,26,122,-6.5,-4.7,-1.8,-0.1
MarJon Beauchamp,LAC,3,17,4.0,5.9,-2.0,0.0
MarJon Beauchamp,NYK,6,17,3.7,3.4,0.3,0.0
Lamar Stevens,MEM,17,155,-4.2,-3.6,-0.6,-0.1
Tyson Etienne,BRK,7,151,-8.8,-5.7,-3.1,-0.3
Josh Richardson,MIA,8,150,-6.7,-7.3,0.6,-0.2
Nate Williams,HOU,20,147,-5.7,-5.5,-0.2,-0.1
Bruno Fernando,TOR,17,147,-0.7,-3.0,2.3,0.1
Damion Lee,PHO,25,144,-5.1,-2.9,-2.1,-0.1
Oshae Brissett,PHI,6,142,-6.3,-3.7,-2.6,-0.1
Elijah Harkless,UTA,10,138,-3.8,-5.2,1.5,-0.1
Pete Nance,2TM,13,138,-4.9,-3.1,-1.7,-0.1
Pete Nance,PHI,7,68,-6.3,-4.4,-1.9,-0.1
Pete Nance,MIL,6,70,-3.5,-1.8,-1.6,0.0
Vlatko Čančar,DEN,13,136,-7.1,-6.5,-0.6,-0.2
Kylor Kelley,2TM,11,126,-5.4,-3.5,-1.9,-0.1
Kylor Kelley,DAL,8,67,-2.3,-0.6,-1.7,0.0
Kylor Kelley,NOP,3,59,-8.8,-6.8,-2.0,-0.1
Alex Ducas,OKC,21,125,-2.0,-2.1,0.1,0.0
Spencer Jones,DEN,20,125,-8.5,-7.7,-0.8,-0.2
Kobe Bufkin,ATL,10,124,-4.0,-3.4,-0.5,-0.1
Tyler Smith,MIL,23,122,-0.9,0.4,-1.2,0.0
De'Anthony Melton,GSW,6,121,-0.8,-1.6,0.8,0.0
Moses Brown,2TM,13,119,0.1,-0.3,0.5,0.1
Moses Brown,IND,9,46,-5.2,-3.9,-1.4,0.0
Moses Brown,DAL,4,73,3.5,1.9,1.6,0.1
TyTy Washington Jr.,PHO,16,118,-8.0,-5.6,-2.5,-0.2
Trey Alexander,DEN,24,117,-9.7,-7.9,-1.8,-0.2
Joe Ingles,MIN,19,114,-7.0,-6.9,-0.1,-0.1
Sidy Cissoko,2TM,22,114,-5.1,-4.8,-0.3,-0.1
Sidy Cissoko,SAS,17,54,-2.6,-1.6,-1.0,0.0
Sidy Cissoko,POR,5,60,-7.3,-7.7,0.4,-0.1
Tony Bradley,IND,14,113,1.2,1.5,-0.3,0.1
Jaylen Sims,CHO,6,112,-4.1,-2.8,-1.3,-0.1
Pacôme Dadiet,NYK,18,111,-6.5,-4.9,-1.5,-0.1
Patrick Baldwin Jr.,2TM,24,107,1.5,2.4,-0.9,0.1
Patrick Baldwin Jr.,WAS,22,101,-0.2,1.3,-1.6,0.0
Patrick Baldwin Jr.,LAC,2,6,30.7,19.9,10.8,0.1
Chris Livingston,MIL,21,106,-6.1,-5.0,-1.1,-0.1
Jae Crowder,SAC,9,103,-4.3,-3.8,-0.5,-0.1
Justin Minaya,POR,19,101,-5.4,-7.1,1.7,-0.1
Keshad Johnson,MIA,16,98,-0.1,-1.0,0.9,0.0
Yuki Kawamura,MEM,22,93,-2.8,-2.6,-0.2,0.0
JD Davison,BOS,16,93,-6.2,-5.9,-0.3,-0.1
Luke Travers,CLE,12,88,-9.7,-7.8,-1.9,-0.2
Stanley Umude,MIL,22,86,-8.1,-7.5,-0.7,-0.1
Kevin Knox,GSW,14,84,-1.3,-0.7,-0.6,0.0
Isaiah Jackson,IND,5,84,0.8,-1.0,1.8,0.1
Marcus Garrett,CHO,4,79,-7.6,-5.4,-2.2,-0.1
Jacob Toppin,2TM,17,76,-2.6,-1.8,-0.8,0.0
Jacob Toppin,NYK,16,49,-6.0,-6.4,0.4,0.0
Jacob Toppin,ATL,1,27,3.5,6.6,-3.0,0.0
Emoni Bates,CLE,10,75,-1.5,-0.5,-1.0,0.0
Taylor Hendricks,UTA,3,75,-3.5,-4.8,1.3,0.0
Chris Duarte,CHI,17,74,1.2,2.2,-1.0,0.1
Daeqwon Plowden,ATL,6,72,-0.1,1.5,-1.5,0.0
RayJ Dennis,IND,11,70,0.7,-2.2,3.0,0.0
Josh Christopher,MIA,14,69,-7.9,-7.5,-0.4,-0.1
Matt Ryan,NYK,19,68,-7.5,-5.1,-2.3,-0.1
Armel Traoré,LAL,9,67,-9.8,-9.5,-0.4,-0.1
PJ Hall,DEN,19,66,-1.3,-0.7,-0.6,0.0
Nae'Qwan Tomlin,CLE,5,63,-5.5,-3.0,-2.4,-0.1
Jamaree Bouyea,MIL,5,62,-5.4,-4.6,-0.9,0.0
Cam Christie,LAC,13,59,-2.5,-5.5,3.0,0.0
P.J. Tucker,NYK,3,58,-7.2,-4.8,-2.4,-0.1
Jazian Gortman,DAL,16,57,-6.3,-5.5,-0.8,-0.1
Liam Robbins,MIL,13,57,-10.5,-9.2,-1.3,-0.1
E.J. Liddell,CHI,12,53,-4.1,-2.7,-1.4,0.0
Jackson Rowe,GSW,6,52,1.0,-0.5,1.5,0.0
N'Faly Dante,HOU,4,51,2.4,0.7,1.7,0.1
Isaiah Crawford,SAC,15,46,-4.1,-3.4,-0.7,0.0
Mason Jones,SAC,10,45,2.9,3.5,-0.6,0.1
Phillip Wheeler,PHI,5,44,-18.2,-12.0,-6.2,-0.2
Malachi Flynn,CHO,4,44,-2.8,-4.4,1.5,0.0
Jack McVeigh,HOU,9,43,-7.7,-4.8,-3.0,-0.1
Bobi Klintman,DET,8,42,1.0,-1.0,1.9,0.0
James Johnson,IND,12,37,-9.7,-9.6,-0.2,-0.1
PJ Dozier,MIN,9,35,0.7,-2.0,2.7,0.0
Harrison Ingram,SAS,5,35,-1.2,-3.6,2.4,0.0
Miles Norris,BOS,3,35,-1.9,-2.3,0.4,0.0
David Duke Jr.,SAS,6,34,-1.5,-0.1,-1.4,0.0
D.J. Carton,TOR,4,33,-11.1,-10.4,-0.7,-0.1
Bryce McGowens,POR,13,32,-13.6,-9.9,-3.8,-0.1
Leonard Miller,MIN,13,32,-3.7,-3.4,-0.3,0.0
Ulrich Chomche,TOR,7,32,-7.4,-6.1,-1.3,0.0
Jalen Bridges,PHO,8,30,-12.5,-7.8,-4.7,-0.1
Jahmir Young,CHI,6,30,0.5,1.2,-0.8,0.0
Kevin McCullar Jr.,NYK,4,29,-7.2,-8.5,1.3,0.0
Trentyn Flowers,LAC,6,27,-8.3,-7.1,-1.3,0.0
Emanuel Miller,CHI,6,25,-1.8,-0.9,-0.9,0.0
Daniss Jenkins,DET,7,23,-15.8,-10.2,-5.7,-0.1
Anton Watson,NYK,9,22,-10.1,-8.3,-1.8,0.0
Tolu Smith,DET,1,22,-8.9,-2.4,-6.5,0.0
Malevy Leons,OKC,6,21,-12.4,-10.4,-1.9,-0.1
Adama Sanogo,CHI,4,21,-2.6,0.7,-3.4,0.0
Taze Moore,POR,2,20,-4.3,-3.9,-0.4,0.0
Ron Harper Jr.,DET,1,17,-14.7,-5.5,-9.2,0.0
Isaiah Mobley,PHI,1,17,4.7,0.0,4.8,0.0
Yuri Collins,GSW,2,16,0.3,-6.2,6.5,0.0
Tristen Newton,2TM,8,16,-20.7,-16.7,-4.0,-0.1
Tristen Newton,IND,5,8,-32.7,-21.9,-10.8,-0.1
Tristen Newton,MIN,3,8,-8.7,-11.4,2.7,0.0
Daishen Nix,MIN,3,13,-16.2,-14.9,-1.2,0.0
Skal Labissière,SAC,4,12,2.1,3.3,-1.3,0.0
Braxton Key,GSW,3,11,-13.6,-13.9,0.3,0.0
Cui Yongxi,BRK,5,10,-24.9,-16.8,-8.2,-0.1
Mac McClung,ORL,2,10,-11.0,-10.2,-0.8,0.0
Quincy Olivari,LAL,2,10,-18.6,-10.1,-8.5,0.0
Terence Davis,SAC,1,8,-16.9,-12.8,-4.1,0.0
Jalen McDaniels,WAS,4,7,5.6,-0.5,6.0,0.0
Riley Minix,SAS,1,7,-11.8,-8.5,-3.3,0.0
Isaiah Stevens,MIA,3,6,-11.8,-19.5,7.7,0.0
Terry Taylor,SAC,3,6,3.3,3.2,0.1,0.0
Jesse Edwards,MIN,2,5,-4.0,-8.8,4.7,0.0
James Wiseman,IND,1,5,1.6,6.0,-4.4,0.0
Alondes Williams,DET,1,4,44.1,37.9,6.2,0.0
Zyon Pullin,MEM,3,3,-22.7,-15.0,-7.7,0.0
Jahlil Okafor,IND,1,3,7.5,2.5,4.9,0.0
