PLAYER_NAME,TEAM,AGE,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING,USG_PCT,TS_PCT,AST_PCT,PIE,PACE,POSS,SEASON
"A.J. Lawson",DAL,23,42,7.4,1.2,106.6,105.3,0.18,0.519,0.089,0.076,107.53,701,2023-24
"AJ Green",MIL,24,56,11,3.5,114,110.5,0.15,0.617,0.068,0.068,98.96,1269,2023-24
"AJ Griffin",ATL,20,20,8.5,-14,106,120.1,0.167,0.382,0.041,0.017,106.84,381,2023-24
"Aaron Gordon",DEN,28,73,31.5,8.7,119.8,111.1,0.174,0.607,0.147,0.103,98.01,4697,2023-24
"Aaron Holiday",HOU,27,78,16.3,2.9,110.5,107.6,0.158,0.578,0.157,0.078,102.24,2706,2023-24
"Aaron Nesmith",IND,24,72,27.7,4.3,119.3,115,0.158,0.631,0.067,0.071,102.47,4249,2023-24
"Aaron Wiggins",OKC,25,78,15.7,5.7,115.6,110,0.163,0.664,0.096,0.096,100.83,2556,2023-24
"Adam Flagler",OKC,24,2,7,0,109.7,109.7,0.212,0.214,0.364,0.013,106.16,31,2023-24
"Adama Sanogo",CHI,22,9,7.3,21.7,115.3,93.6,0.21,0.558,0,0.149,104.01,144,2023-24
"Admiral Schofield",ORL,27,23,3.7,-5.2,90.4,95.6,0.167,0.484,0.163,0.063,101.85,177,2023-24
"Al Horford",BOS,38,65,26.8,11.4,120.9,109.5,0.119,0.65,0.124,0.105,98.77,3585,2023-24
"Alec Burks",NYK,32,66,18.4,-10.7,107.8,118.5,0.234,0.536,0.115,0.087,100.63,2547,2023-24
"Aleksej Pokusevski",CHA,22,28,14.5,-9.7,103.5,113.2,0.172,0.525,0.132,0.095,97.8,829,2023-24
"Alex Caruso",CHI,30,71,28.7,0.3,110.9,110.6,0.146,0.613,0.167,0.089,99.21,4213,2023-24
"Alex Fudge",DAL,21,6,6.7,-47.3,81.8,129.1,0.176,0.472,0,0.052,103.84,88,2023-24
"Alex Len",SAC,31,48,9.3,15.4,116.3,100.8,0.114,0.625,0.142,0.092,101.73,940,2023-24
"Alondes Williams",MIA,25,7,2.2,-52.6,57.9,110.5,0.25,0.296,0,-0.067,116.96,38,2023-24
"Alperen Sengun",HOU,21,63,32.5,0.8,113.9,113.2,0.27,0.585,0.248,0.149,99.22,4236,2023-24
"Amari Bailey",CHA,20,10,6.5,5.4,111.4,106,0.207,0.425,0.152,0.058,98.77,132,2023-24
"Amen Thompson",HOU,21,62,22.4,2.1,111.4,109.3,0.173,0.576,0.165,0.121,102.77,2965,2023-24
"Amir Coffey",LAC,27,70,20.9,-3.4,114.6,118,0.119,0.604,0.068,0.059,100.74,3071,2023-24
"Andre Drummond",CHI,30,79,17.1,0.8,114.1,113.3,0.201,0.576,0.041,0.155,97.97,2760,2023-24
"Andre Jackson Jr.",MIL,22,57,10,-7.3,112.3,119.6,0.097,0.596,0.113,0.044,102.32,1220,2023-24
"Andrew Funk",CHI,24,5,2.7,17,110.3,93.3,0.108,0,0,-0.045,105.67,29,2023-24
"Andrew Nembhard",IND,24,68,25,2.2,116.1,114,0.161,0.573,0.208,0.075,101.82,3593,2023-24
"Andrew Wiggins",GSW,29,71,27,-1.3,114.9,116.3,0.206,0.544,0.087,0.078,101.06,4042,2023-24
"Anfernee Simons",POR,25,46,34.4,-10.6,109.9,120.5,0.276,0.568,0.268,0.111,97.9,3231,2023-24
"Anthony Black",ORL,20,69,16.9,-1,108,108.9,0.123,0.56,0.108,0.054,100.09,2423,2023-24
"Anthony Davis",LAL,31,76,35.5,2.6,116.5,114,0.261,0.621,0.151,0.168,102.06,5743,2023-24
"Anthony Edwards",MIN,22,79,35.1,7.3,115.8,108.5,0.314,0.575,0.241,0.145,98.18,5675,2023-24
"Anthony Gill",WAS,31,50,9.3,1.2,113.3,112.1,0.177,0.537,0.098,0.074,104.03,1008,2023-24
"Armoni Brooks",BKN,26,10,10.4,13.7,127.7,114,0.188,0.448,0.06,0.054,98.52,213,2023-24
"Ashton Hagans",POR,24,19,16.6,-1.1,105.3,106.5,0.144,0.51,0.244,0.068,96.51,636,2023-24
"Ausar Thompson",DET,21,63,25.1,-5.3,107.7,113.1,0.161,0.522,0.108,0.084,101.67,3329,2023-24
"Austin Reaves",LAL,26,82,32.1,-1,114.6,115.6,0.198,0.613,0.237,0.105,101.93,5590,2023-24
"Ayo Dosunmu",CHI,24,76,29.1,-3.3,111.6,114.9,0.168,0.604,0.157,0.083,98.13,4520,2023-24
"Bam Adebayo",MIA,26,71,34,0.8,110.1,109.3,0.247,0.576,0.193,0.152,97.43,4909,2023-24
"Ben Sheppard",IND,22,57,14.3,4.7,118.8,114.2,0.125,0.524,0.072,0.046,104.58,1768,2023-24
"Ben Simmons",BKN,27,15,23.9,-3.4,109.6,113,0.126,0.571,0.306,0.119,102.24,759,2023-24
"Bennedict Mathurin",IND,22,59,26.1,-2.9,115,117.9,0.226,0.562,0.105,0.087,103.79,3329,2023-24
"Bilal Coulibaly",WAS,19,63,27.2,-11,107.4,118.4,0.139,0.543,0.086,0.057,103.33,3687,2023-24
"Bismack Biyombo",OKC,31,40,19.8,-3.8,110.2,114.1,0.106,0.562,0.087,0.065,99.64,1642,2023-24
"Blake Wesley",SAS,21,61,14.4,-7.8,104.6,112.4,0.144,0.537,0.257,0.069,103.71,1894,2023-24
"Boban Marjanovic",HOU,35,14,5.1,-13.4,101.9,115.3,0.247,0.56,0.12,0.157,106.61,158,2023-24
"Bobby Portis",MIL,29,82,24.5,-0.1,115.9,116,0.224,0.581,0.078,0.122,100.49,4204,2023-24
"Bogdan Bogdanović",ATL,31,79,30.4,1.9,116.3,114.4,0.218,0.569,0.147,0.092,101.32,5082,2023-24
"Bojan Bogdanovic",NYK,35,57,25.9,-11.4,109.9,121.3,0.242,0.581,0.102,0.083,99.57,3068,2023-24
"Bol Bol",PHX,24,43,10.9,0.1,108.9,108.8,0.156,0.7,0.054,0.133,100.45,987,2023-24
"Bones Hyland",LAC,23,37,14.6,-6,105.5,111.5,0.241,0.49,0.269,0.081,99.78,1124,2023-24
"Bradley Beal",PHX,31,53,33.3,3,116.2,113.2,0.224,0.607,0.215,0.106,100.08,3682,2023-24
"Brandin Podziemski",GSW,21,74,26.6,5.9,117.5,111.6,0.149,0.54,0.176,0.094,100.27,4120,2023-24
"Brandon Boston",LAC,22,32,10.8,-15.7,102.4,118,0.24,0.476,0.06,0.046,100.4,723,2023-24
"Brandon Clarke",MEM,27,6,22.4,-3.9,100.7,104.6,0.188,0.548,0.111,0.126,101.31,285,2023-24
"Brandon Ingram",NOP,26,64,32.9,4,116.6,112.6,0.269,0.578,0.259,0.126,98.78,4327,2023-24
"Brandon Miller",CHA,21,74,32.2,-10.2,108.9,119.1,0.235,0.552,0.114,0.083,98.38,4879,2023-24
"Brandon Williams",DAL,24,17,6.6,-21.7,91.9,113.6,0.239,0.439,0.258,0.069,105.68,247,2023-24
"Braxton Key",DEN,27,20,3,-8.3,95.5,103.8,0.148,0.536,0.231,0.143,106.43,133,2023-24
"Brice Sensabaugh",UTA,20,32,18.3,-14.2,109.3,123.5,0.201,0.511,0.134,0.065,101.44,1236,2023-24
"Brook Lopez",MIL,36,79,30.5,5.2,117.1,111.9,0.156,0.608,0.071,0.083,102.16,5137,2023-24
"Bruce Brown",TOR,27,67,27.8,-5.8,115.6,121.4,0.161,0.563,0.132,0.076,102.72,3993,2023-24
"Bruno Fernando",ATL,25,45,15.2,-6.4,107.5,113.9,0.172,0.615,0.1,0.096,99.37,1410,2023-24
"Bryce McGowens",CHA,21,59,14.9,-13,103.3,116.3,0.147,0.565,0.086,0.06,99.37,1829,2023-24
"Buddy Boeheim",DET,24,10,8.4,10.2,114.2,104,0.161,0.509,0.054,0.057,99.71,176,2023-24
"Buddy Hield",PHI,31,84,25.7,1.1,116.9,115.7,0.186,0.578,0.143,0.083,101.65,4579,2023-24
"CJ McCollum",NOP,32,66,32.7,3.7,115.9,112.2,0.244,0.592,0.209,0.118,99.19,4474,2023-24
"Cade Cunningham",DET,22,62,33.5,-7.9,109.9,117.8,0.298,0.546,0.359,0.126,100.77,4351,2023-24
"Caleb Houstan",ORL,21,59,13.8,-1.8,109.4,111.2,0.122,0.582,0.051,0.051,96.61,1641,2023-24
"Caleb Martin",MIA,28,64,27.4,1.9,113,111.1,0.168,0.531,0.118,0.075,96.41,3527,2023-24
"Cam Reddish",LAL,24,48,20.5,-2.8,109.7,112.5,0.123,0.504,0.062,0.044,103.36,2123,2023-24
"Cam Thomas",BKN,22,66,31.4,-5.2,111.5,116.7,0.296,0.554,0.151,0.105,99.74,4321,2023-24
"Cam Whitmore",HOU,19,47,18.7,-1,110.6,111.6,0.255,0.561,0.058,0.11,103.65,1897,2023-24
"Cameron Johnson",BKN,28,58,27.6,-3.4,111.5,114.9,0.19,0.582,0.129,0.097,98.52,3297,2023-24
"Cameron Payne",PHI,29,78,16.7,-0.8,112.4,113.2,0.185,0.566,0.222,0.083,100.61,2738,2023-24
"Caris LeVert",CLE,29,68,28.8,2.8,113.9,111.2,0.224,0.524,0.258,0.107,99.71,4071,2023-24
"Cason Wallace",OKC,20,82,20.6,3.9,113.9,110,0.127,0.612,0.092,0.071,101.56,3574,2023-24
"Cedi Osman",SAS,29,72,17.6,-13.2,106,119.2,0.146,0.601,0.131,0.077,104.29,2761,2023-24
"Charles Bassey",SAS,23,19,10.8,-11.6,105.1,116.7,0.11,0.739,0.136,0.116,105.69,455,2023-24
"Charlie Brown Jr.",NYK,27,8,4.7,-1,104.1,105.1,0.145,0.3,0,-0.047,97.2,73,2023-24
"Chet Holmgren",OKC,22,82,29.4,9,118.2,109.2,0.21,0.632,0.112,0.133,102.8,5150,2023-24
"Chimezie Metu",DET,27,51,16.8,-6.6,105.5,112,0.162,0.61,0.08,0.1,100.26,1798,2023-24
"Chris Boucher",TOR,31,50,14.1,2.4,116,113.6,0.167,0.625,0.044,0.106,99.35,1456,2023-24
"Chris Duarte",SAC,27,59,12.2,-3.1,110.4,113.5,0.146,0.512,0.082,0.052,99.83,1487,2023-24
"Chris Livingston",MIL,20,21,4.3,-14.3,102.5,116.8,0.136,0.547,0.075,0.053,104.18,197,2023-24
"Chris Paul",GSW,39,58,26.4,2.8,113.7,111,0.154,0.544,0.342,0.116,99.68,3189,2023-24
"Christian Braun",DEN,23,82,20.2,0.7,110,109.3,0.152,0.554,0.109,0.084,98.91,3394,2023-24
"Christian Wood",LAL,28,50,17.4,0,109.9,109.9,0.173,0.568,0.079,0.101,101.73,1849,2023-24
"Chuma Okeke",ORL,25,47,9.2,-7.3,99.5,106.8,0.131,0.465,0.076,0.066,97.51,874,2023-24
"Clint Capela",ATL,30,73,25.8,-0.1,115.5,115.6,0.167,0.59,0.067,0.121,101.78,3987,2023-24
"Coby White",CHI,24,79,36.5,-0.7,115,115.8,0.224,0.57,0.204,0.099,97.52,5857,2023-24
"Cody Martin",CHA,28,28,26.9,-10.5,106.5,117,0.157,0.46,0.192,0.066,98.04,1540,2023-24
"Cody Zeller",NOP,31,43,7.4,6.3,114.3,108,0.116,0.483,0.149,0.075,104.95,700,2023-24
"Colby Jones",SAC,22,30,6.4,1.5,104.8,103.3,0.178,0.422,0.159,0.053,99.51,399,2023-24
"Cole Anthony",ORL,24,81,22.4,2.6,112.6,110,0.232,0.545,0.2,0.109,97.46,3696,2023-24
"Cole Swider",MIA,25,18,4.8,-11.1,98.9,110,0.226,0.54,0.102,0.057,99.54,180,2023-24
"Colin Castleton",LAL,24,16,3.7,-35.2,82.4,117.6,0.157,0.644,0.107,0.078,101.56,125,2023-24
"Collin Gillespie",DEN,25,24,9.4,2.5,111.7,109.2,0.166,0.586,0.164,0.071,99.78,470,2023-24
"Collin Sexton",UTA,25,78,26.6,-3.4,117,120.4,0.267,0.607,0.283,0.12,101.71,4399,2023-24
"Corey Kispert",WAS,25,80,25.8,-10.7,108.7,119.4,0.191,0.62,0.111,0.084,103.61,4477,2023-24
"Cory Joseph",GSW,32,26,11.4,-3,114.2,117.2,0.108,0.47,0.174,0.042,102.2,633,2023-24
"Craig Porter Jr.",CLE,24,51,12.7,-1.6,111.7,113.4,0.201,0.564,0.265,0.113,97.17,1313,2023-24
"D'Angelo Russell",LAL,28,76,32.7,2.6,116.5,113.9,0.222,0.588,0.261,0.103,102.97,5348,2023-24
"D'Moi Hodge",LAL,25,7,5.9,-44.2,86.4,130.6,0.172,0.441,0.227,0.027,100.67,88,2023-24
"D.J. Carton",TOR,23,4,8.9,-41.3,81.5,122.8,0.125,0.539,0.15,0.06,108.07,81,2023-24
"D.J. Wilson",ORL,28,2,7.7,2.8,120,117.2,0.182,0.833,0.222,0.172,91.55,30,2023-24
"DaQuan Jeffries",NYK,26,17,2.7,-7.4,87.6,95,0.193,0.391,0.185,0.038,102.84,97,2023-24
"Daishen Nix",MIN,22,15,3.3,20.2,119.3,99.1,0.241,0.507,0.14,0.068,112.81,119,2023-24
"Dalano Banton",POR,24,54,19.4,-10.2,104.5,114.7,0.25,0.504,0.2,0.1,98.51,2147,2023-24
"Dalen Terry",CHI,21,59,11.5,2.2,112.9,110.7,0.127,0.512,0.151,0.063,99.32,1411,2023-24
"Damian Jones",CLE,29,39,6.9,-18.7,94,112.6,0.149,0.659,0.097,0.115,96.63,548,2023-24
"Damian Lillard",MIL,33,73,35.3,6.9,119.4,112.4,0.274,0.59,0.284,0.132,102.06,5486,2023-24
"Daniel Gafford",DAL,25,74,24.5,-2.2,113.9,116,0.145,0.731,0.083,0.121,103.3,3897,2023-24
"Daniel Theis",LAC,32,60,16.9,2.4,115.6,113.2,0.15,0.597,0.081,0.084,99.85,2116,2023-24
"Danilo Gallinari",MIL,35,49,12.8,-8.4,109.1,117.5,0.171,0.601,0.127,0.093,101.41,1335,2023-24
"Danny Green",PHI,37,2,9.2,-5.9,114.6,120.5,0.043,0,0.056,0.012,104.07,41,2023-24
"Danté Exum",DAL,28,55,19.8,10.3,120.7,110.5,0.148,0.645,0.181,0.093,101.9,2310,2023-24
"Danuel House Jr.",PHI,31,34,15,2.3,109.9,107.7,0.116,0.575,0.075,0.053,101.74,1077,2023-24
"Dario Šarić",GSW,30,64,17.2,-1.6,113.7,115.3,0.19,0.6,0.187,0.111,100,2294,2023-24
"Dariq Whitehead",BKN,19,2,12,-42.8,110.9,153.7,0.094,0.255,0.143,0.035,109.08,55,2023-24
"Darius Bazley",UTA,24,9,16.9,-11.3,114,125.2,0.118,0.68,0.062,0.089,99.27,315,2023-24
"Darius Garland",CLE,24,57,33.3,2.1,113.5,111.4,0.249,0.56,0.295,0.104,98.02,3894,2023-24
"David Duke Jr.",SAS,24,4,12.8,4.4,115.3,110.9,0.179,0.673,0.132,0.114,103.29,111,2023-24
"David Roddy",PHX,23,65,18.1,-9.3,104.3,113.6,0.177,0.484,0.102,0.068,101.1,2482,2023-24
"Davion Mitchell",SAC,25,72,15.3,-2.6,109.5,112.1,0.147,0.555,0.168,0.064,100.05,2302,2023-24
"Davis Bertans",CHA,31,43,15.7,-7.2,107,114.2,0.169,0.583,0.076,0.069,98.52,1395,2023-24
"Day'Ron Sharpe",BKN,22,61,15.1,4.8,112.8,108,0.185,0.596,0.137,0.131,99.62,1898,2023-24
"De'Aaron Fox",SAC,26,74,35.9,4.3,116.6,112.3,0.3,0.567,0.244,0.128,101.7,5629,2023-24
"De'Andre Hunter",ATL,26,57,29.5,-1.3,116.7,117.9,0.204,0.595,0.073,0.079,101.11,3539,2023-24
"De'Anthony Melton",PHI,26,38,26.9,10,122,112,0.177,0.533,0.144,0.079,101.13,2157,2023-24
"DeAndre Jordan",DEN,35,36,11,-10.7,105.2,115.9,0.147,0.61,0.098,0.11,97.52,803,2023-24
"DeJon Jarreau",MEM,26,9,16.6,-4.6,102.9,107.5,0.171,0.392,0.257,0.09,100.95,310,2023-24
"DeMar DeRozan",CHI,34,79,37.8,-1,113.5,114.6,0.252,0.584,0.22,0.129,97.94,6098,2023-24
"Dean Wade",CLE,27,54,20.5,8.3,111.9,103.5,0.101,0.598,0.052,0.073,99.94,2300,2023-24
"Deandre Ayton",POR,25,55,32.4,-8.7,106.6,115.3,0.211,0.587,0.086,0.141,97.76,3631,2023-24
"Dejounte Murray",ATL,27,78,35.7,-2.7,116.8,119.5,0.259,0.555,0.274,0.122,101.33,5879,2023-24
"Delon Wright",MIA,32,47,15.8,1,110.7,109.7,0.127,0.505,0.213,0.093,101.07,1560,2023-24
"Deni Avdija",WAS,23,75,30.1,-6.5,109.7,116.2,0.196,0.597,0.174,0.109,105.06,4936,2023-24
"Dennis Schröder",BKN,30,80,31.1,-2.8,112.6,115.4,0.202,0.55,0.281,0.095,98.44,5106,2023-24
"Dennis Smith Jr.",BKN,26,56,18.9,-0.1,109.9,109.9,0.174,0.508,0.276,0.092,98.64,2160,2023-24
"Dereck Lively II",DAL,20,55,23.5,5,120.6,115.6,0.124,0.728,0.06,0.102,100.89,2724,2023-24
"Dereon Seabron",NOP,24,6,9.2,26.3,118.8,92.5,0.122,0.448,0.116,0.069,103.26,117,2023-24
"Derrick Jones Jr.",DAL,27,76,23.5,1.7,114,112.3,0.146,0.592,0.055,0.068,101.9,3781,2023-24
"Derrick Rose",MEM,35,24,16.6,-3.8,103.9,107.7,0.222,0.54,0.31,0.108,101.51,844,2023-24
"Derrick White",BOS,29,73,32.6,12.5,122.4,109.9,0.183,0.611,0.209,0.106,99.48,4935,2023-24
"Desmond Bane",MEM,26,42,34.4,-7.2,108.2,115.4,0.273,0.589,0.272,0.128,100.82,3038,2023-24
"Devin Booker",PHX,27,68,36,5.8,119.3,113.5,0.289,0.611,0.299,0.142,99.96,5103,2023-24
"Devin Vassell",SAS,23,68,33.1,-6,108.5,114.6,0.229,0.578,0.192,0.112,102.42,4795,2023-24
"Devonte' Graham",SAS,29,23,13.6,3.3,108.9,105.6,0.175,0.495,0.219,0.077,101.62,663,2023-24
"Dexter Dennis",DAL,25,4,7.5,-11,89,100,0.278,0.541,0.364,0.164,118.13,73,2023-24
"Dillon Brooks",HOU,28,72,30.9,0,113.6,113.6,0.176,0.549,0.074,0.056,100,4630,2023-24
"Dmytro Skapintsev",NYK,26,2,1.1,15,75,60,0.25,0,0,-0.167,101.25,4,2023-24
"Domantas Sabonis",SAC,28,82,35.7,0.8,116,115.2,0.22,0.637,0.334,0.169,99.61,6085,2023-24
"Dominick Barlow",SAS,21,33,12.7,-4.5,113.3,117.8,0.139,0.548,0.114,0.084,101.2,888,2023-24
"Donovan Mitchell",CLE,27,55,35.3,7.3,115.9,108.6,0.301,0.595,0.268,0.15,99.82,4054,2023-24
"Donte DiVincenzo",NYK,27,81,29.1,3.7,117.9,114.2,0.209,0.597,0.133,0.098,97.11,4770,2023-24
"Dorian Finney-Smith",BKN,31,68,28.4,-2.2,111,113.2,0.132,0.546,0.077,0.062,98.25,3951,2023-24
"Doug McDermott",IND,32,64,14.1,-9.3,111.6,120.9,0.144,0.6,0.097,0.054,103.67,1970,2023-24
"Draymond Green",GSW,34,55,27.1,4.9,115.6,110.7,0.148,0.587,0.276,0.108,103.22,3211,2023-24
"Drew Eubanks",PHX,27,75,15.6,-4.1,108.3,112.3,0.129,0.645,0.079,0.099,99.66,2423,2023-24
"Drew Peterson",BOS,24,3,7.6,16,132,116,0.123,0.917,0.045,0.088,105.8,50,2023-24
"Dru Smith",MIA,26,9,14.5,-15,97.4,112.5,0.128,0.576,0.187,0.083,99.74,271,2023-24
"Duncan Robinson",MIA,30,68,28,0.5,111.5,111,0.184,0.612,0.151,0.082,98.06,3901,2023-24
"Duop Reath",POR,28,68,17.9,-7.1,109.6,116.8,0.202,0.571,0.088,0.088,98.42,2485,2023-24
"Dwight Powell",DAL,32,63,13.3,0.3,114.7,114.4,0.087,0.716,0.128,0.079,102.57,1786,2023-24
"Dylan Windler",ATL,27,17,6.4,-4.6,107.5,112.1,0.129,0.717,0.133,0.101,101.61,227,2023-24
"Dyson Daniels",NOP,21,61,22.3,3.3,115,111.7,0.123,0.529,0.157,0.08,100.03,2821,2023-24
"E.J. Liddell",NOP,23,8,2.9,-11.7,98.1,109.8,0.148,0.291,0.067,0.045,108.13,53,2023-24
"Emoni Bates",CLE,20,15,8.9,-30.7,93.3,124,0.196,0.404,0.12,0.03,97.76,270,2023-24
"Eric Gordon",PHX,35,68,27.8,3.5,115.6,112.2,0.162,0.58,0.1,0.07,100.41,3956,2023-24
"Eugene Omoruyi",WAS,27,43,9.1,-14.1,100.1,114.2,0.208,0.549,0.141,0.09,108.62,884,2023-24
"Evan Fournier",DET,31,32,18.1,-12.1,97.8,109.9,0.187,0.464,0.131,0.06,100.82,1221,2023-24
"Evan Mobley",CLE,23,50,30.6,1.2,111.2,110.1,0.2,0.626,0.155,0.139,100.58,3209,2023-24
"Filip Petrusev",PHI,24,3,3.1,30,110,80,0.15,0.521,0,0.026,103.11,20,2023-24
"Frank Ntilikina",CHA,25,5,8.6,0.2,121.3,121.1,0.111,0.253,0.108,0.007,100.14,89,2023-24
"Franz Wagner",ORL,22,72,32.5,4.3,112.5,108.2,0.25,0.575,0.183,0.131,98.46,4794,2023-24
"Fred VanVleet",HOU,30,73,36.8,3,114.6,111.6,0.194,0.568,0.312,0.118,99.44,5568,2023-24
"Furkan Korkmaz",PHI,26,35,8.6,6.4,116.5,110.2,0.126,0.519,0.108,0.061,104.27,653,2023-24
"GG Jackson",MEM,19,48,25.7,-7.1,104.3,111.4,0.238,0.554,0.082,0.095,100,2564,2023-24
"Gabe Vincent",LAL,28,11,19.8,6.8,109.8,103,0.105,0.341,0.126,0.014,103.55,469,2023-24
"Garrett Temple",TOR,38,27,10.7,-13.1,100.3,113.4,0.147,0.502,0.14,0.059,101.65,612,2023-24
"Garrison Mathews",ATL,27,66,15,-4,111.8,115.8,0.11,0.665,0.049,0.047,101.65,2095,2023-24
"Gary Harris",ORL,29,54,24,3.3,113.6,110.3,0.114,0.587,0.09,0.057,98.53,2664,2023-24
"Gary Payton II",GSW,31,44,15.5,5.8,114.7,108.9,0.13,0.621,0.094,0.078,103.5,1465,2023-24
"Gary Trent Jr.",TOR,25,71,28.1,-4.6,113.7,118.2,0.195,0.548,0.084,0.077,100.18,4159,2023-24
"Georges Niang",CLE,31,82,22.3,0.6,114.4,113.9,0.173,0.583,0.075,0.069,98.61,3766,2023-24
"Giannis Antetokounmpo",MIL,29,73,35.2,6.6,119.8,113.2,0.32,0.649,0.314,0.197,102.1,5451,2023-24
"Goga Bitadze",ORL,24,62,15.4,1.8,112.1,110.3,0.129,0.629,0.117,0.113,97.85,1947,2023-24
"Gordon Hayward",OKC,34,51,24.4,-6,112,118,0.175,0.548,0.17,0.087,100.51,2617,2023-24
"Gradey Dick",TOR,20,60,21.1,-13.9,105.1,119.1,0.167,0.546,0.078,0.059,102.01,2693,2023-24
"Grant Williams",CHA,25,76,28,-5.7,110.8,116.6,0.157,0.588,0.114,0.065,99.74,4429,2023-24
"Grayson Allen",PHX,28,75,33.5,5.1,119,113.9,0.143,0.679,0.117,0.087,99.96,5232,2023-24
"Greg Brown III",DAL,22,6,6.6,-9.6,101.1,110.6,0.178,0.501,0.138,0.044,113.53,94,2023-24
"Gui Santos",GSW,22,23,8.4,3.4,113.4,110.1,0.142,0.656,0.097,0.101,101.95,409,2023-24
"Hamidou Diallo",WAS,25,2,2.4,31.8,81.8,50,0.188,0.5,0.333,0.261,106.11,11,2023-24
"Harrison Barnes",SAC,32,82,29,-1.7,114.1,115.7,0.154,0.611,0.056,0.073,100.69,4996,2023-24
"Harry Giles III",LAL,26,23,4.3,-15.8,107.5,123.3,0.233,0.503,0.088,0.081,103.76,213,2023-24
"Haywood Highsmith",MIA,27,66,20.7,1.1,110.1,109,0.121,0.587,0.074,0.067,97.7,2769,2023-24
"Henri Drell",CHI,24,4,7.5,7.2,120.6,113.4,0.155,0.506,0.154,0.043,108.3,68,2023-24
"Herbert Jones",NOP,25,76,30.5,5.5,116.4,111,0.141,0.636,0.112,0.076,98.85,4767,2023-24
"Hunter Tyson",DEN,24,18,2.7,2.7,100.9,98.1,0.186,0.5,0.059,0.038,110.55,113,2023-24
"Ibou Badji",POR,21,22,10.3,-16.8,95.5,112.3,0.079,0.623,0.088,0.033,100.97,470,2023-24
"Immanuel Quickley",TOR,25,68,29.2,-1,113.2,114.2,0.233,0.577,0.245,0.119,100.43,4157,2023-24
"Isaac Okoro",CLE,23,69,27.3,2.4,113.1,110.7,0.136,0.599,0.095,0.067,98.24,3838,2023-24
"Isaiah Hartenstein",NYK,26,75,25.3,10,120.3,110.3,0.116,0.67,0.127,0.113,97.89,3876,2023-24
"Isaiah Jackson",IND,22,60,12.8,2.7,114.5,111.7,0.165,0.689,0.085,0.122,104.64,1673,2023-24
"Isaiah Joe",OKC,24,78,18.5,9.1,116.6,107.5,0.157,0.626,0.093,0.09,103.43,3144,2023-24
"Isaiah Livers",DET,25,23,20.4,-19.3,106.1,125.4,0.122,0.46,0.071,0.026,103.54,1011,2023-24
"Isaiah Mobley",CLE,24,10,7.2,-20,93.8,113.8,0.16,0.471,0.14,0.058,96.44,144,2023-24
"Isaiah Stewart",DET,23,46,30.9,-4.2,110.3,114.5,0.143,0.6,0.069,0.081,100.63,2979,2023-24
"Isaiah Thomas",PHX,35,6,3.2,-42.9,90.5,133.3,0.227,0.4,0.25,0.047,100.29,42,2023-24
"Isaiah Wong",IND,23,1,4.3,-47.2,75,122.2,0.375,0.333,0,0,95.25,8,2023-24
"Ish Smith",CHA,35,43,17.2,-17.5,101.7,119.2,0.119,0.435,0.268,0.057,100.59,1549,2023-24
"Ish Wainright",PHX,29,11,5.7,-6.3,78.5,84.8,0.166,0.462,0.029,0.089,108.48,144,2023-24
"Ivica Zubac",LAC,27,68,26.4,4.7,117.1,112.4,0.165,0.671,0.075,0.125,96.89,3628,2023-24
"Izaiah Brockington",NOP,24,1,3.4,50,150,100,0.385,0.4,0,0.128,120.59,8,2023-24
"JD Davison",BOS,21,8,4.9,29.6,112.8,83.1,0.16,0.581,0.303,0.145,107.66,86,2023-24
"JT Thor",CHA,21,63,12.4,-3.2,107.5,110.7,0.113,0.519,0.052,0.059,99.86,1625,2023-24
"Ja Morant",MEM,24,9,35.3,-0.2,111,111.1,0.296,0.57,0.384,0.157,101.08,675,2023-24
"JaVale McGee",SAC,36,46,7.4,-1.9,108.5,110.4,0.214,0.609,0.076,0.127,105.02,752,2023-24
"Jabari Smith Jr.",HOU,21,76,31.9,-1.9,111.9,113.8,0.174,0.571,0.071,0.099,99.8,5045,2023-24
"Jabari Walker",POR,21,72,23.6,-9.5,107.1,116.5,0.159,0.546,0.062,0.093,98.44,3484,2023-24
"Jack White",OKC,26,4,15.9,-22.1,89.1,111.1,0.11,0.188,0.024,0.011,102.56,137,2023-24
"Jacob Gilyard",BKN,25,41,17,-12,105.8,117.7,0.112,0.573,0.29,0.077,97.53,1418,2023-24
"Jacob Toppin",NYK,24,9,4.2,-19.8,98.7,118.4,0.133,0.658,0.143,0.09,94.99,75,2023-24
"Jaden Hardy",DAL,21,73,13.6,-6.5,108.1,114.5,0.238,0.517,0.17,0.081,103.38,2136,2023-24
"Jaden Ivey",DET,22,77,28.8,-7.7,109.9,117.7,0.244,0.536,0.196,0.076,101.74,4706,2023-24
"Jaden McDaniels",MIN,23,72,29.2,3.8,114.2,110.4,0.156,0.571,0.067,0.056,97.36,4268,2023-24
"Jaden Springer",BOS,21,49,10.3,-0.5,112.4,112.9,0.167,0.49,0.121,0.055,99.98,1046,2023-24
"Jae Crowder",MIL,33,50,23.1,-2.6,112.3,114.9,0.113,0.546,0.076,0.059,101.49,2441,2023-24
"Jae'Sean Tate",HOU,28,65,15.9,5.1,110.1,105,0.115,0.538,0.085,0.059,101.59,2168,2023-24
