PLAYER_NAME,TEAM,AGE,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING,USG_PCT,TS_PCT,AST_PCT,PIE,PACE,POSS,SEASON
"Nic Claxton",BKN,26,70,26.9,-12.6,103.6,116.2,0.166,0.569,0.14,0.115,97.38,3811,2024-25
"Nick Richards",PHX,27,57,22,-8.7,112.3,120.9,0.169,0.634,0.058,0.107,98.62,2576,2024-25
"Nick Smith Jr.",CHA,21,60,22.8,-14.3,102.1,116.4,0.205,0.502,0.169,0.064,99.74,2848,2024-25
"Nickeil Alexander-Walker",MIN,26,82,25.3,6.6,115.1,108.5,0.155,0.579,0.149,0.081,99.57,4294,2024-25
"Nicolas Batum",LAC,36,78,17.5,5.9,110.5,104.7,0.087,0.633,0.082,0.069,100.22,2848,2024-25
"Nikola Jokić",DEN,30,70,36.7,10.5,125.6,115.1,0.285,0.663,0.398,0.206,101.99,5471,2024-25
"Nikola Jović",MIA,22,46,25.1,-1.1,109.6,110.7,0.178,0.595,0.174,0.098,98.48,2374,2024-25
"Nikola Vučević",CHI,34,73,31.2,-2.4,113.6,116,0.221,0.611,0.165,0.136,104.11,4950,2024-25
"Noah Clowney",BKN,20,46,22.7,-12.3,103,115.2,0.185,0.516,0.063,0.061,97.91,2126,2024-25
"Norman Powell",LAC,32,60,32.6,8.8,116.2,107.4,0.255,0.615,0.096,0.11,99.69,4063,2024-25
"OG Anunoby",NYK,27,74,36.6,5.4,117.7,112.3,0.195,0.591,0.084,0.093,97.73,5511,2024-25
"Obi Toppin",IND,27,79,19.6,-2.6,113.6,116.1,0.191,0.642,0.116,0.115,103.97,3350,2024-25
"Ochai Agbaji",TOR,25,64,27.2,-5.7,106.4,112.2,0.144,0.601,0.081,0.081,101.93,3691,2024-25
"Olivier-Maxence Prosper",DAL,22,52,11.2,-7.7,101.8,109.5,0.158,0.484,0.101,0.082,103.43,1255,2024-25
"Onyeka Okongwu",ATL,24,74,27.9,1.1,114.9,113.7,0.169,0.634,0.113,0.122,104.52,4489,2024-25
"Orlando Robinson",TOR,24,44,17.5,-4.8,104.5,109.2,0.177,0.519,0.152,0.088,102.45,1639,2024-25
"Oscar Tshiebwe",UTA,25,14,18.2,-2.5,113.4,115.8,0.144,0.64,0.051,0.14,101.2,539,2024-25
"Oshae Brissett",PHI,27,6,23.7,-10.7,113.6,124.3,0.154,0.576,0.04,0.05,101.4,301,2024-25
"Oso Ighodaro",PHX,22,61,17.1,-0.6,109.4,110,0.103,0.61,0.095,0.073,99.05,2154,2024-25
"Ousmane Dieng",OKC,22,37,10.9,5.1,104.3,99.2,0.152,0.538,0.107,0.088,102.86,868,2024-25
"P.J. Tucker",NYK,40,3,19.3,-21.3,106.1,127.4,0.059,0.643,0,0.015,94.56,115,2024-25
"P.J. Washington",DAL,26,57,32.2,1.1,114.2,113.2,0.198,0.556,0.098,0.097,101.66,3889,2024-25
"PJ Dozier",MIN,28,9,3.9,-9,98.8,107.8,0.082,0.621,0.167,0.054,107.91,80,2024-25
"PJ Hall",DEN,23,19,3.5,0.5,91.9,91.3,0.176,0.641,0.118,0.168,99,135,2024-25
"Pacôme Dadiet",NYK,19,18,6.2,-9.2,103.8,113,0.142,0.446,0.063,0.047,100.38,235,2024-25
"Paolo Banchero",ORL,22,46,34.4,-0.6,109.1,109.6,0.33,0.551,0.262,0.157,97.29,3204,2024-25
"Pascal Siakam",IND,31,78,32.7,5.5,114.5,108.9,0.237,0.599,0.155,0.13,101.43,5390,2024-25
"Pat Connaughton",MIL,32,41,14.7,-2.9,111.7,114.6,0.151,0.567,0.159,0.088,99.41,1259,2024-25
"Pat Spencer",GSW,28,39,6.4,-2.8,105,107.8,0.204,0.455,0.274,0.093,103.26,536,2024-25
"Patrick Baldwin Jr.",LAC,22,24,4.4,12.4,114.6,102.1,0.151,0.721,0.042,0.122,104.77,233,2024-25
"Patrick Williams",CHI,23,63,25,-4.8,108.7,113.5,0.165,0.512,0.106,0.062,105.94,3473,2024-25
"Patty Mills",LAC,36,29,11.1,-3.4,104.6,108,0.15,0.543,0.123,0.055,103.29,694,2024-25
"Paul George",PHI,35,41,32.5,-3.8,108.3,112.2,0.233,0.543,0.217,0.106,98.87,2757,2024-25
"Paul Reed",DET,26,45,9.7,5.6,111.3,105.7,0.179,0.573,0.141,0.115,101.81,924,2024-25
"Payton Pritchard",BOS,27,80,28.4,9.5,118.4,108.9,0.186,0.633,0.184,0.116,96.45,4561,2024-25
"Pelle Larsson",MIA,24,55,14.2,2.4,111.1,108.7,0.141,0.546,0.116,0.055,98.71,1595,2024-25
"Pete Nance",MIL,25,13,10.6,-7,107.8,114.8,0.116,0.578,0.106,0.054,97.1,282,2024-25
"Peyton Watson",DEN,22,68,24.3,0,113.9,113.9,0.138,0.564,0.073,0.066,101.83,3501,2024-25
"Phillip Wheeler",PHI,23,5,8.9,13.4,110,96.6,0.221,0.183,0.065,-0.005,96.76,90,2024-25
"Precious Achiuwa",NYK,25,57,20.5,-1.2,110.2,111.4,0.143,0.53,0.065,0.092,100.16,2432,2024-25
"Quentin Grimes",PHI,25,75,26.8,-6.2,111.9,118.1,0.218,0.595,0.172,0.105,100.7,4223,2024-25
"Quenton Jackson",IND,26,28,13.6,0.8,110.9,110.1,0.167,0.58,0.193,0.089,104.12,823,2024-25
"Quincy Olivari",LAL,24,2,5.2,-81.8,68.2,150,0.231,0.3,0.2,-0.022,102.52,22,2024-25
"Quinten Post",GSW,25,42,16.3,2.4,111.5,109.1,0.197,0.595,0.131,0.095,100.02,1433,2024-25
"RJ Barrett",TOR,25,58,32.2,-3.4,110.1,113.4,0.281,0.547,0.257,0.121,102.74,3998,2024-25
"RayJ Dennis",IND,24,11,6.4,27.3,113.5,86.3,0.212,0.443,0.255,0.11,105.02,155,2024-25
"Rayan Rupert",POR,21,52,8.8,-9.2,100.6,109.8,0.156,0.499,0.083,0.055,104.66,1005,2024-25
"Reece Beekman",BKN,23,36,13,-12,98.5,110.4,0.122,0.4,0.205,0.051,99.16,969,2024-25
"Reed Sheppard",HOU,21,52,12.6,-2.7,108.5,111.1,0.171,0.465,0.153,0.06,104.93,1425,2024-25
"Reggie Jackson",PHI,35,31,12.4,-3.5,108.3,111.8,0.17,0.496,0.172,0.067,98.88,795,2024-25
"Richaun Holmes",WAS,31,31,17.2,-4.3,110.2,114.5,0.143,0.695,0.112,0.135,100.78,1127,2024-25
"Ricky Council IV",PHI,23,73,17.1,-6.1,109.9,116,0.196,0.502,0.115,0.08,99.93,2602,2024-25
"Riley Minix",SAS,24,1,6.8,0,93.3,93.3,0.063,0,0,0.039,106.67,15,2024-25
"Rob Dillingham",MIN,20,49,10.5,1.2,112.3,111.1,0.215,0.503,0.283,0.078,101.82,1097,2024-25
"Robert Williams III",POR,27,20,17.6,-2,106.3,108.3,0.12,0.679,0.09,0.137,100.69,736,2024-25
"Ron Harper Jr.",DET,25,1,17,3.9,120.6,116.7,0.205,0.225,0.143,0.071,98.82,34,2024-25
"Ronald Holland II",DET,19,81,15.6,-1,109.8,110.9,0.177,0.556,0.095,0.078,101,2652,2024-25
"Royce O'Neale",PHX,32,75,24.5,-4.2,112.1,116.4,0.151,0.585,0.128,0.085,100.27,3840,2024-25
"Rudy Gobert",MIN,33,72,33.2,6.7,114.3,107.6,0.129,0.687,0.075,0.126,97.63,4858,2024-25
"Rui Hachimura",LAL,27,59,31.7,3.9,114.8,110.9,0.156,0.619,0.063,0.086,99.44,3875,2024-25
"Russell Westbrook",DEN,36,75,27.9,-0.6,115.7,116.2,0.23,0.532,0.289,0.093,103.3,4504,2024-25
"Ryan Dunn",PHX,22,74,19.1,-4.7,110.4,115.1,0.161,0.517,0.059,0.059,98.59,2882,2024-25
"Ryan Rollins",MIL,22,56,14.6,5.4,114,108.6,0.179,0.6,0.173,0.088,101.74,1732,2024-25
"Sam Hauser",BOS,27,71,21.7,10,119.8,109.8,0.14,0.632,0.057,0.083,96.4,3102,2024-25
"Sam Merrill",CLE,29,71,19.7,10.3,117.4,107.1,0.14,0.583,0.099,0.069,101.26,2963,2024-25
"Sandro Mamukelashvili",SAS,26,61,11.2,-1.4,111.6,112.9,0.202,0.628,0.108,0.124,102.07,1445,2024-25
"Santi Aldama",MEM,24,65,25.5,3.5,116.1,112.6,0.179,0.588,0.149,0.121,105.41,3654,2024-25
"Scoot Henderson",POR,21,66,26.7,-1.3,112.5,113.7,0.22,0.54,0.274,0.084,100.99,3705,2024-25
"Scottie Barnes",TOR,23,65,32.8,-2.7,107.4,110.1,0.262,0.523,0.279,0.139,102.48,4554,2024-25
"Scotty Pippen Jr.",MEM,24,79,21.3,1.3,111,109.7,0.188,0.582,0.283,0.106,105.6,3700,2024-25
"Seth Curry",CHA,34,68,15.6,-8,106.2,114.1,0.151,0.616,0.087,0.083,99.1,2194,2024-25
"Shaedon Sharpe",POR,22,72,31.3,-3,111.4,114.4,0.25,0.551,0.138,0.102,99.88,4688,2024-25
"Shai Gilgeous-Alexander",OKC,26,76,34.2,16.7,122.4,105.7,0.336,0.637,0.299,0.199,101.91,5514,2024-25
"Shake Milton",LAL,28,57,14.7,-6.9,106.2,113.1,0.162,0.563,0.184,0.081,98.81,1722,2024-25
"Sidy Cissoko",POR,21,22,5.2,2.1,91.2,89,0.156,0.471,0.197,0.057,103.79,249,2024-25
"Simone Fontecchio",DET,29,75,16.5,1.2,110.7,109.5,0.152,0.544,0.071,0.068,103.26,2653,2024-25
"Skal Labissiere",SAC,29,4,3,-13.2,114.8,128,0.129,0.625,0.125,0.092,104.35,27,2024-25
"Spencer Dinwiddie",DAL,32,79,27,-5,110.1,115.1,0.175,0.553,0.228,0.089,101.4,4515,2024-25
"Spencer Jones",DEN,24,20,6.2,-18,89.4,107.4,0.128,0.368,0.06,0.013,104.76,274,2024-25
"Stanley Umude",MIL,26,22,3.9,-10.1,85.6,95.8,0.137,0.27,0.071,0.022,107.72,195,2024-25
"Stephen Curry",GSW,37,70,32.2,5.7,118.4,112.7,0.286,0.618,0.284,0.145,101.72,4785,2024-25
"Stephon Castle",SAS,20,81,26.7,-4.7,111.8,116.6,0.253,0.522,0.231,0.087,101.89,4580,2024-25
"Steven Adams",HOU,31,58,13.7,9.4,115.3,105.9,0.127,0.541,0.107,0.109,99.77,1658,2024-25
"Svi Mykhailiuk",UTA,28,38,20,-7.4,110.3,117.7,0.198,0.526,0.144,0.067,101.83,1619,2024-25
"T.J. McConnell",IND,33,79,17.9,-2.7,111.1,113.8,0.226,0.547,0.359,0.129,103.69,3069,2024-25
"Taj Gibson",CHA,40,37,11.1,-13.8,96.6,110.4,0.132,0.515,0.081,0.068,99.38,843,2024-25
"Talen Horton-Tucker",CHI,24,58,12.5,1.7,111.4,109.8,0.208,0.567,0.162,0.09,106.82,1607,2024-25
"Tari Eason",HOU,24,57,24.9,5.6,114.8,109.2,0.185,0.567,0.082,0.117,101.55,2994,2024-25
"Taurean Prince",MIL,31,80,27.1,-0.4,114,114.5,0.123,0.613,0.093,0.064,100.95,4554,2024-25
"Taylor Hendricks",UTA,21,3,24.8,-13.5,95.7,109.2,0.113,0.354,0.04,0.036,105,163,2024-25
"Taze Moore",POR,27,2,9.9,-18.6,58.7,77.3,0.224,0.276,0.125,0.105,108.82,46,2024-25
"Terance Mann",ATL,28,67,21.1,-2.3,112.9,115.2,0.145,0.584,0.118,0.074,100.43,2947,2024-25
"Terence Davis",SAC,28,1,7.9,-20,86.7,106.7,0.111,0,0.167,0,91.33,15,2024-25
"Terrence Shannon Jr.",MIN,24,32,10.6,0.8,107.8,107,0.166,0.56,0.139,0.082,103.77,735,2024-25
"Terry Rozier",MIA,31,64,25.9,-4.9,107.3,112.3,0.195,0.497,0.152,0.078,99.13,3437,2024-25
"Terry Taylor",SAC,25,3,2.1,64.3,135.7,71.4,0.067,0,0.286,0.043,106.11,14,2024-25
"Thomas Bryant",IND,27,66,14.6,-3.5,109.9,113.4,0.162,0.614,0.078,0.11,102.45,2071,2024-25
"Tidjane Salaün",CHA,19,60,20.7,-11.9,99.4,111.2,0.15,0.457,0.092,0.065,98.5,2545,2024-25
"Tim Hardaway Jr.",DET,33,77,28,-0.5,113.8,114.2,0.151,0.567,0.074,0.066,100.66,4535,2024-25
"Tobias Harris",DET,32,73,31.6,3.9,114.7,110.8,0.173,0.571,0.095,0.1,100.89,4845,2024-25
"Tolu Smith",DET,24,1,22.4,12.9,117.4,104.4,0.2,0.678,0,0.149,97.72,46,2024-25
"Tony Bradley",IND,27,14,8.1,19,112.6,93.6,0.182,0.64,0.08,0.16,105.38,246,2024-25
"Torrey Craig",BOS,34,26,12.1,-5,104.9,109.8,0.139,0.567,0.078,0.08,98.16,634,2024-25
"Tosan Evbuomwan",BKN,24,28,23.7,-5,103.4,108.4,0.183,0.53,0.132,0.087,97.96,1358,2024-25
"Toumani Camara",POR,25,78,32.7,-1.8,111.5,113.3,0.143,0.572,0.096,0.076,99.38,5267,2024-25
"Trae Young",ATL,26,76,36,0.6,115.2,114.6,0.285,0.567,0.452,0.129,105.51,6020,2024-25
"Trayce Jackson-Davis",GSW,25,62,15.6,-3.5,107.8,111.3,0.164,0.587,0.163,0.12,101.53,2050,2024-25
"Tre Jones",CHI,25,46,19.7,-1.5,112,113.5,0.136,0.617,0.289,0.11,103.35,1948,2024-25
"Tre Mann",CHA,24,13,24.5,-7.3,107,114.4,0.25,0.537,0.219,0.098,99,655,2024-25
"Trendon Watford",BKN,24,44,20.7,-4.4,105.1,109.4,0.226,0.557,0.211,0.101,97.8,1867,2024-25
"Trentyn Flowers",LAC,20,6,4.4,-13.2,88.5,101.7,0.194,0.446,0,0.029,108.62,61,2024-25
"Trevelin Queen",ORL,28,31,13.9,-9.2,101.9,111.1,0.176,0.486,0.141,0.071,98.95,885,2024-25
"Trey Alexander",DEN,22,24,4.9,-10.9,94.2,105.1,0.165,0.374,0.136,0.029,105.44,259,2024-25
"Trey Jemison III",LAL,25,38,10.3,-2.2,105.6,107.8,0.121,0.537,0.058,0.044,99.06,809,2024-25
"Trey Lyles",SAC,29,69,19.6,-2,111.8,113.8,0.139,0.551,0.084,0.087,100.04,2807,2024-25
"Trey Murphy III",NOP,25,53,35,-9.7,109,118.7,0.229,0.598,0.157,0.11,102.03,3941,2024-25
"Tristan Thompson",CLE,34,40,8.2,-12.5,97.2,109.8,0.123,0.41,0.109,0.083,100.56,688,2024-25
"Tristan Vukcevic",WAS,22,35,14.6,-11.7,102.6,114.3,0.252,0.608,0.136,0.127,102.79,1099,2024-25
"Tristan da Silva",ORL,24,74,22,-4.2,106.1,110.3,0.149,0.522,0.105,0.074,96.97,3295,2024-25
"Tristen Newton",MIN,24,8,2,-14.2,83.3,97.6,0.185,0.178,0.182,-0.068,123.38,42,2024-25
"Ty Jerome",CLE,27,70,19.9,9.9,120.3,110.4,0.229,0.643,0.241,0.134,101.92,2960,2024-25
"TyTy Washington Jr.",PHX,23,16,7.4,3.5,109.2,105.7,0.187,0.367,0.188,0.049,98.56,240,2024-25
"Tyler Herro",MIA,25,77,35.4,1.3,113.9,112.6,0.271,0.605,0.254,0.139,97.78,5564,2024-25
"Tyler Kolek",NYK,24,41,7.2,-0.3,104.1,104.4,0.152,0.453,0.321,0.072,102.35,632,2024-25
"Tyler Smith",MIL,20,23,5.3,7.1,103.4,96.3,0.205,0.626,0.056,0.123,105.22,261,2024-25
"Tyrese Haliburton",IND,25,73,33.6,3.5,117.7,114.2,0.21,0.616,0.384,0.143,100.82,5165,2024-25
"Tyrese Martin",BKN,26,60,21.9,-10.2,103.2,113.4,0.179,0.533,0.15,0.084,98.64,2711,2024-25
"Tyrese Maxey",PHI,24,52,37.7,-3.5,113.8,117.4,0.293,0.562,0.276,0.127,98.34,4024,2024-25
"Tyson Etienne",BKN,25,7,21.6,-20.5,98.8,119.3,0.177,0.488,0.126,0.024,105.16,330,2024-25
"Tyus Jones",PHX,29,81,26.8,-2.5,113.6,116.1,0.16,0.585,0.276,0.099,99.19,4500,2024-25
"Ulrich Chomche",TOR,19,7,4.6,-43.4,96.9,140.3,0.108,0.425,0.111,0.02,94.73,65,2024-25
"Vasilije Micic",PHX,31,41,19.1,-7.2,102.2,109.4,0.199,0.462,0.258,0.061,97.45,1590,2024-25
"Victor Wembanyama",SAS,21,46,33.2,2.6,112.5,110,0.3,0.594,0.184,0.168,100.98,3222,2024-25
"Vince Williams Jr.",MEM,24,27,18.5,1.2,117.4,116.2,0.166,0.504,0.14,0.065,105.23,1090,2024-25
"Vlatko Čančar",DEN,28,13,10.4,-6.9,93.5,100.3,0.109,0.462,0.095,0.062,102.84,292,2024-25
"Vít Krejčí",ATL,25,57,20.2,-1.9,109.7,111.6,0.131,0.661,0.175,0.086,102.63,2456,2024-25
"Walker Kessler",UTA,23,58,30,-9.1,109.2,118.3,0.133,0.66,0.083,0.127,100.8,3656,2024-25
"Wendell Carter Jr.",ORL,26,68,25.9,0,107.8,107.8,0.159,0.544,0.117,0.099,97.19,3554,2024-25
"Wendell Moore Jr.",CHA,23,36,13.9,-12.4,99.6,112,0.133,0.553,0.13,0.083,100.73,1045,2024-25
"Xavier Tillman",BOS,26,33,7,-2.3,106.6,108.9,0.125,0.31,0.043,0.022,97.6,469,2024-25
"Yuki Kawamura",MEM,24,22,4.2,12.1,114.6,102.5,0.167,0.53,0.257,0.086,106.19,206,2024-25
"Yuri Collins",GSW,24,2,8.2,-17,94.4,111.4,0.068,0.333,0.333,0.048,104.54,36,2024-25
"Yves Missi",NOP,21,73,26.8,-12.7,107.8,120.5,0.141,0.572,0.072,0.09,99.85,4069,2024-25
"Zaccharie Risacher",ATL,20,75,24.6,-2.7,112.3,115,0.203,0.558,0.068,0.071,104.57,4011,2024-25
"Zach Collins",CHI,27,64,15.3,-0.4,109.4,109.9,0.166,0.605,0.162,0.106,102.77,2083,2024-25
"Zach Edey",MEM,23,66,21.5,5.3,116.8,111.5,0.156,0.624,0.059,0.111,104.2,3074,2024-25
"Zach LaVine",SAC,30,74,35.2,-1.4,115.4,116.8,0.251,0.639,0.178,0.115,101.28,5493,2024-25
"Zeke Nnaji",DEN,24,57,10.7,-1.6,107.3,108.9,0.119,0.574,0.051,0.063,102.16,1293,2024-25
"Ziaire Williams",BKN,23,63,24.5,-9.7,106.5,116.2,0.179,0.55,0.086,0.081,97.77,3128,2024-25
"Zion Williamson",NOP,24,30,28.6,-1.8,113.7,115.5,0.325,0.6,0.325,0.167,103.3,1841,2024-25
"Zyon Pullin",MEM,24,3,0.9,16.7,83.3,66.7,0.167,0,0,-0.087,110.7,6,2024-25
